/University,of,New,Hampshire-,Coastal,Ocean,Observing,Center,,,,,,,,,,,
2009,49,54927,42.8826,-69.9527,107,8.8,5.264,32.695,1018.5,460.414018,456.949016,-9999,-9999,-9999,,,,
2009,49,54947,42.8821,-69.9506,106,8.8,5.306,32.701,1018.6,460.017306,456.558213,-9999,-9999,-9999,,,,
2009,49,54967,42.8817,-69.9485,108,8.8,5.325,32.712,1018.5,459.215001,455.735989,-9999,-9999,-9999,,,,
2009,49,54987,42.8812,-69.9465,107,8.8,5.339,32.715,1018.6,458.298926,454.83824,-9999,-9999,-9999,,,,
2009,49,55007,42.8807,-69.9444,107,8.8,5.331,32.7,1018.5,457.293575,453.83436,-9999,-9999,-9999,,,,
2009,49,55027,42.8802,-69.9424,108,8.8,5.312,32.683,1018.5,456.656399,453.209194,-9999,-9999,-9999,,,,
2009,49,55047,42.8797,-69.9403,109,8.8,5.295,32.679,1018.5,456.350569,452.897344,-9999,-9999,-9999,,,,
2009,49,55067,42.8792,-69.9383,108,8.8,5.284,32.674,1018.5,456.18519,452.740966,-9999,-9999,-9999,,,,
2009,49,55087,42.8787,-69.9362,106,8.8,5.288,32.669,1018.5,456.162645,452.725937,-9999,-9999,-9999,,,,
2009,49,55107,42.8782,-69.9341,107,8.8,5.285,32.663,1018.5,456.165525,452.730658,-9999,-9999,-9999,,,,
2009,49,55127,42.8777,-69.9321,108,8.8,5.287,32.673,1018.5,455.950906,452.503787,-9999,-9999,-9999,,,,
2009,49,55147,42.8773,-69.93,107,8.8,5.292,32.675,1018.5,456.109206,452.662865,-9999,-9999,-9999,,,,
2009,49,55167,42.8768,-69.9279,108,8.9,5.295,32.673,1018.5,455.936061,452.497867,-9999,-9999,-9999,,,,
2009,49,55187,42.8763,-69.9259,107,8.9,5.304,32.672,1018.5,455.760114,452.303865,-9999,-9999,-9999,,,,
2009,49,55207,42.8758,-69.9238,107,8.8,5.307,32.671,1018.5,455.924373,452.454545,-9999,-9999,-9999,,,,
2009,49,55227,42.8753,-69.9217,108,8.9,5.314,32.669,1018.5,456.103603,452.627015,-9999,-9999,-9999,,,,
2009,49,55247,42.8748,-69.9197,108,8.9,5.318,32.654,1018.5,456.276576,452.80156,-9999,-9999,-9999,,,,
2009,49,55267,42.8742,-69.9176,109,8.8,5.316,32.667,1018.5,456.596728,453.139163,-9999,-9999,-9999,,,,
2009,49,55287,42.8737,-69.9156,109,8.9,5.315,32.676,1018.5,456.88327,453.426213,-9999,-9999,-9999,,,,
2009,49,55307,42.8732,-69.9135,108,8.9,5.31,32.659,1018.5,457.410431,453.953915,-9999,-9999,-9999,,,,
2009,49,55327,42.8727,-69.9114,108,8.9,5.293,32.662,1018.5,457.630155,454.178001,-9999,-9999,-9999,,,,
2009,49,55347,42.8722,-69.9093,107,8.9,5.286,32.667,1018.5,457.937143,454.476767,-9999,-9999,-9999,,,,
2009,49,55367,42.8717,-69.9073,107,8.8,5.283,32.669,1018.5,457.966789,454.515388,-9999,-9999,-9999,,,,
2009,49,55387,42.8712,-69.9052,107,8.9,5.283,32.663,1018.6,457.867424,454.434322,-9999,-9999,-9999,,,,
2009,49,55407,42.8707,-69.9031,107,8.9,5.275,32.655,1018.6,457.693436,454.265567,-9999,-9999,-9999,,,,
2009,49,55427,42.8702,-69.901,108,8.9,5.283,32.657,1018.6,457.627731,454.189036,-9999,-9999,-9999,,,,
2009,49,55447,42.8697,-69.899,108,8.9,5.271,32.665,1018.6,457.7297,454.302992,-9999,-9999,-9999,,,,
2009,49,55467,42.8691,-69.8969,109,8.9,5.273,32.671,1018.6,457.642083,454.226926,-9999,-9999,-9999,,,,
2009,49,55487,42.8686,-69.8949,109,8.8,5.275,32.672,1018.6,457.753943,454.334285,-9999,-9999,-9999,,,,
2009,49,55507,42.8681,-69.8928,107,8.9,5.278,32.672,1018.6,458.00779,454.606594,-9999,-9999,-9999,,,,
2009,49,55527,42.8676,-69.8907,106,9,5.286,32.675,1018.6,458.025686,454.608678,-9999,-9999,-9999,,,,
2009,49,55547,42.8672,-69.8886,106,8.9,5.288,32.669,1018.6,458.176657,454.748482,-9999,-9999,-9999,,,,
2009,49,55567,42.8667,-69.8865,106,8.9,5.29,32.675,1018.6,458.164202,454.758838,-9999,-9999,-9999,,,,
2009,49,55587,42.8662,-69.8844,106,8.9,5.3,32.678,1018.7,458.251547,454.845558,-9999,-9999,-9999,,,,
2009,49,55607,42.8658,-69.8823,106,8.9,5.307,32.667,1018.6,458.155248,454.746342,-9999,-9999,-9999,,,,
2009,49,55627,42.8653,-69.8802,106,9,5.302,32.673,1018.7,458.143758,454.738007,-9999,-9999,-9999,,,,
2009,49,55647,42.8648,-69.8781,106,8.9,5.312,32.677,1018.7,458.286096,454.884912,-9999,-9999,-9999,,,,
2009,49,55667,42.8644,-69.876,106,8.9,5.315,32.664,1018.7,458.272282,454.870589,-9999,-9999,-9999,,,,
2009,49,55687,42.8639,-69.8739,106,8.5,5.316,32.675,1018.6,458.431252,455.015609,-9999,-9999,-9999,,,,
2009,49,55707,42.8635,-69.8719,106,7.9,5.318,32.673,1018.7,458.598052,455.199481,-9999,-9999,-9999,,,,
2009,49,55727,42.8632,-69.8704,104,5.5,5.319,32.664,1018.7,458.433855,455.054832,-9999,-9999,-9999,,,,
2009,49,55747,42.8629,-69.8691,108,5.2,5.317,32.68,1018.7,458.551791,455.162865,-9999,-9999,-9999,,,,
2009,49,55767,42.8626,-69.8679,106,5.2,5.322,32.681,1018.7,458.770045,455.38052,-9999,-9999,-9999,,,,
2009,49,55787,42.8623,-69.8666,106,5.2,5.328,32.681,1018.7,458.682802,455.288847,-9999,-9999,-9999,,,,
2009,49,55807,42.8621,-69.8654,105,5.2,5.348,32.673,1018.7,458.714947,455.301868,-9999,-9999,-9999,,,,
2009,49,55827,42.8618,-69.8643,105,4.4,5.351,32.684,1018.7,458.627446,455.227826,-9999,-9999,-9999,,,,
2009,49,55847,42.8617,-69.8634,103,2.1,5.355,32.681,1018.7,458.949251,455.555359,-9999,-9999,-9999,,,,
2009,49,55867,42.8616,-69.8631,94,1,5.375,32.681,1018.7,459.163707,455.774326,-9999,-9999,-9999,,,,
2009,49,55887,42.8616,-69.8629,86,0.6,5.393,32.649,1018.7,459.363736,455.96352,-9999,-9999,-9999,,,,
2009,49,55907,42.8616,-69.8628,113,0.6,5.387,32.673,1018.8,459.794333,456.399669,-9999,-9999,-9999,,,,
2009,49,55927,42.8616,-69.8627,110,0.3,5.395,32.685,1018.7,461.826929,458.414479,-9999,-9999,-9999,,,,
2009,49,55947,42.8616,-69.8627,90,0.3,5.43,32.671,1018.8,462.733182,459.309546,-9999,-9999,-9999,,,,
2009,49,55967,42.8616,-69.8627,164,0.4,5.424,32.675,1018.8,462.335888,458.920449,-9999,-9999,-9999,,,,
2009,49,55987,42.8617,-69.8627,209,0.3,5.448,32.686,1018.8,462.054423,458.643879,-9999,-9999,-9999,,,,
2009,49,56007,42.8617,-69.8627,217,0.3,5.489,32.692,1018.8,461.891247,458.471703,-9999,-9999,-9999,,,,
2009,49,56027,42.8617,-69.8627,205,0.4,5.502,32.682,1018.8,461.624526,458.230033,-9999,-9999,-9999,,,,
2009,49,56047,42.8617,-69.8627,219,0.2,5.491,32.68,1018.8,461.675765,458.277334,-9999,-9999,-9999,,,,
2009,49,56067,42.8617,-69.8627,235,0.3,5.462,32.68,1018.9,461.866836,458.489341,-9999,-9999,-9999,,,,
2009,49,56087,42.8617,-69.8627,208,0.3,5.448,32.682,1018.9,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56107,42.8617,-69.8627,176,0.2,5.449,32.684,1018.9,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56127,42.8617,-69.8627,226,0.2,5.452,32.683,1018.9,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56147,42.8617,-69.8627,177,0.2,5.446,32.684,1018.9,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56167,42.8618,-69.8627,236,0.3,5.444,32.685,1018.9,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56187,42.8618,-69.8628,198,0.3,5.442,32.684,1018.9,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56207,42.8618,-69.8628,232,0.3,5.455,32.685,1018.9,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56227,42.8618,-69.8628,179,0.3,5.46,32.683,1018.9,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56247,42.8618,-69.8628,235,0.2,5.443,32.683,1018.9,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56267,42.8618,-69.8628,194,0.3,5.438,32.682,1019,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56287,42.8618,-69.8628,245,0.3,5.42,32.679,1018.9,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56307,42.8618,-69.8628,221,0.2,5.41,32.679,1019,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56327,42.8618,-69.8629,220,0.2,5.415,32.68,1019,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56347,42.8618,-69.8629,175,0.2,5.424,32.68,1019,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56367,42.8619,-69.8629,229,0.2,5.422,32.68,1019,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56387,42.8619,-69.8629,200,0.2,5.436,32.68,1019,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56407,42.8619,-69.8629,254,0.1,5.443,32.679,1019,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56427,42.8619,-69.8629,212,0.2,5.439,32.68,1019,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56447,42.8619,-69.8629,235,0.2,5.441,32.683,1019,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56467,42.8619,-69.8629,206,0.3,5.44,32.679,1019,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56487,42.8619,-69.863,230,0.2,5.437,32.681,1019,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56507,42.8619,-69.863,240,0.2,5.433,32.68,1019.1,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56527,42.8619,-69.863,227,0.2,5.449,32.679,1019,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56547,42.862,-69.863,264,0.3,5.44,32.681,1019.1,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56567,42.862,-69.863,226,0.3,5.45,32.678,1019,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56587,42.862,-69.863,241,0.2,5.449,32.678,1019.1,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56607,42.862,-69.863,235,0.2,5.446,32.681,1019.1,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56627,42.862,-69.863,203,0.3,5.438,32.677,1019.1,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56647,42.862,-69.8631,234,0.3,5.437,32.675,1019.2,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56667,42.8621,-69.8631,159,0.2,5.433,32.675,1019.2,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56687,42.8621,-69.8631,201,0.2,5.425,32.676,1019.1,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56707,42.8621,-69.863,138,0.4,5.419,32.68,1019.1,-9999,-9999,-9999,-9999,-9999,,,,
2009,49,56727,42.8621,-69.863,74,0.4,5.434,32.68,1019.2,457.746402,454.53449,-9999,-9999,-9999,,,,
2009,49,56747,42.8621,-69.8629,91,0.3,5.46,32.678,1019.2,457.718386,454.507,-9999,-9999,-9999,,,,
2009,49,56767,42.8622,-69.8628,114,0.3,5.467,32.677,1019.1,457.487793,454.261496,-9999,-9999,-9999,,,,
2009,49,56787,42.8622,-69.8628,120,0.3,5.464,32.677,1019.2,457.62973,454.418438,-9999,-9999,-9999,,,,
2009,49,56807,42.8622,-69.8628,127,0.3,5.458,32.678,1019.2,457.589891,454.38832,-9999,-9999,-9999,,,,
2009,49,56827,42.8622,-69.8627,110,0.3,5.46,32.684,1019.2,457.756568,454.56938,-9999,-9999,-9999,,,,
2009,49,56847,42.8622,-69.8627,81,0.3,5.48,32.68,1019.2,457.704736,454.51173,-9999,-9999,-9999,,,,
2009,49,56867,42.8623,-69.8626,80,0.6,5.476,32.679,1019.2,457.6516,454.470888,-9999,-9999,-9999,,,,
2009,49,56887,42.8623,-69.8625,66,0.4,5.48,32.681,1019.3,457.670538,454.496968,-9999,-9999,-9999,,,,
2009,49,56907,42.8623,-69.8624,90,0.6,5.467,32.681,1019.3,457.774146,454.605923,-9999,-9999,-9999,,,,
2009,49,56927,42.8623,-69.8623,165,0.4,5.459,32.685,1019.3,457.691663,454.535443,-9999,-9999,-9999,,,,
2009,49,56947,42.8624,-69.8624,235,0.2,5.454,32.686,1019.3,457.701924,454.566677,-9999,-9999,-9999,,,,
2009,49,56967,42.8624,-69.8624,262,0.2,5.447,32.688,1019.4,457.596629,454.472788,-9999,-9999,-9999,,,,
2009,49,56987,42.8624,-69.8624,259,0.3,5.444,32.69,1019.4,457.494255,454.393283,-9999,-9999,-9999,,,,
2009,49,57007,42.8624,-69.8624,249,0.5,5.435,32.692,1019.4,457.412415,454.323535,-9999,-9999,-9999,,,,
2009,49,57027,42.8624,-69.8624,236,0.2,5.431,32.692,1019.4,457.454737,454.371248,-9999,-9999,-9999,,,,
2009,49,57047,42.8624,-69.8625,239,0.2,5.427,32.692,1019.4,457.374968,454.299251,-9999,-9999,-9999,,,,
2009,49,57067,42.8624,-69.8625,221,0.2,5.44,32.692,1019.5,457.404186,454.353832,-9999,-9999,-9999,,,,
2009,49,57087,42.8625,-69.8625,225,0.2,5.454,32.692,1019.5,457.197909,454.153243,-9999,-9999,-9999,,,,
2009,49,57107,42.8625,-69.8625,192,0.2,5.466,32.691,1019.5,457.091669,454.034121,-9999,-9999,-9999,,,,
2009,49,57127,42.8625,-69.8625,241,0.3,5.476,32.686,1019.5,457.183845,454.128185,-9999,-9999,-9999,,,,
2009,49,57147,42.8625,-69.8625,194,0.3,5.496,32.686,1019.5,457.109364,454.034147,-9999,-9999,-9999,,,,
2009,49,57167,42.8626,-69.8625,208,0.4,5.517,32.679,1019.5,457.125218,454.035378,-9999,-9999,-9999,,,,
2009,49,57187,42.8626,-69.8625,156,0.4,5.52,32.68,1019.4,457.346431,454.247156,-9999,-9999,-9999,,,,
2009,49,57207,42.8626,-69.8625,242,0.3,5.518,32.681,1019.5,457.470924,454.402776,-9999,-9999,-9999,,,,
2009,49,57227,42.8625,-69.8625,226,0.2,5.527,32.682,1019.5,457.670722,454.606446,-9999,-9999,-9999,,,,
2009,49,57247,42.8626,-69.8625,243,0.2,5.533,32.682,1019.6,457.94872,454.904146,-9999,-9999,-9999,,,,
2009,49,57267,42.8626,-69.8625,151,0.3,5.53,32.685,1019.6,457.996428,454.951626,-9999,-9999,-9999,,,,
2009,49,57287,42.8626,-69.8625,149,0.3,5.524,32.682,1019.5,458.254622,455.184666,-9999,-9999,-9999,,,,
2009,49,57307,42.8626,-69.8625,182,0.3,5.512,32.681,1019.5,459.758473,456.655271,-9999,-9999,-9999,,,,
2009,49,57327,42.8627,-69.8625,144,0.2,5.495,32.681,1019.5,462.261664,459.145792,-9999,-9999,-9999,,,,
2009,49,57347,42.8627,-69.8625,148,0.4,5.49,32.68,1019.5,462.659731,459.548333,-9999,-9999,-9999,,,,
2009,49,57367,42.8627,-69.8625,159,0.4,5.499,32.68,1019.5,462.095991,458.997739,-9999,-9999,-9999,,,,
2009,49,57387,42.8628,-69.8625,170,0.3,5.51,32.674,1019.5,461.028321,457.935813,-9999,-9999,-9999,,,,
2009,49,57407,42.8628,-69.8625,228,0.3,5.496,32.677,1019.5,460.192938,457.121717,-9999,-9999,-9999,,,,
2009,49,57427,42.8628,-69.8625,224,0.2,5.474,32.68,1019.6,459.517314,456.481524,-9999,-9999,-9999,,,,
2009,49,57447,42.8629,-69.8624,89,0.5,5.473,32.68,1019.6,459.062454,456.038535,-9999,-9999,-9999,,,,
2009,49,57467,42.8629,-69.8624,90,0.3,5.464,32.68,1019.7,458.603261,455.617914,-9999,-9999,-9999,,,,
2009,49,57487,42.8629,-69.8623,76,0.3,5.461,32.68,1019.7,458.174807,455.204658,-9999,-9999,-9999,,,,
2009,49,57507,42.863,-69.8622,70,0.6,5.477,32.68,1019.7,457.806776,454.829521,-9999,-9999,-9999,,,,
2009,49,57527,42.863,-69.8621,72,0.8,5.47,32.68,1019.7,457.658082,454.691669,-9999,-9999,-9999,,,,
2009,49,57547,42.863,-69.8619,63,0.6,5.465,32.68,1019.8,457.527715,454.59687,-9999,-9999,-9999,,,,
2009,49,57567,42.8631,-69.8618,61,0.5,5.47,32.68,1019.8,457.523183,454.609444,-9999,-9999,-9999,,,,
2009,49,57587,42.8631,-69.8617,81,0.3,5.462,32.679,1019.9,457.797705,454.89702,-9999,-9999,-9999,,,,
2009,49,57608,42.8632,-69.8617,156,0.3,5.449,32.678,1019.9,457.661455,454.762197,-9999,-9999,-9999,,,,
2009,49,57627,42.8632,-69.8616,108,0.3,5.44,32.681,1019.9,457.511943,454.616587,-9999,-9999,-9999,,,,
2009,49,57647,42.8632,-69.8616,148,0.3,5.439,32.681,1019.9,457.552924,454.656516,-9999,-9999,-9999,,,,
2009,49,57667,42.8632,-69.8616,142,0.3,5.45,32.681,1019.8,457.648553,454.736117,-9999,-9999,-9999,,,,
2009,49,57687,42.8633,-69.8615,81,0.4,5.466,32.681,1019.8,457.530375,454.612011,-9999,-9999,-9999,,,,
2009,49,57707,42.8633,-69.8615,146,0.3,5.462,32.68,1019.8,457.470668,454.561901,-9999,-9999,-9999,,,,
2009,49,57727,42.8633,-69.8614,124,0.3,5.46,32.682,1019.8,457.51656,454.584544,-9999,-9999,-9999,,,,
2009,49,57747,42.8634,-69.8614,147,0.3,5.486,32.681,1019.8,457.597294,454.655979,-9999,-9999,-9999,,,,
2009,49,57767,42.8634,-69.8614,85,0.3,5.492,32.681,1019.8,457.707919,454.760576,-9999,-9999,-9999,,,,
2009,49,57787,42.8634,-69.8613,62,0.3,5.497,32.681,1019.8,457.695697,454.762943,-9999,-9999,-9999,,,,
2009,49,57807,42.8634,-69.8613,90,0.3,5.474,32.69,1019.8,457.636595,454.704648,-9999,-9999,-9999,,,,
2009,49,57827,42.8635,-69.8612,82,0.3,5.463,32.685,1019.8,457.750999,454.828692,-9999,-9999,-9999,,,,
2009,49,57847,42.8635,-69.8612,138,0.3,5.455,32.686,1019.8,457.724724,454.789926,-9999,-9999,-9999,,,,
2009,49,57867,42.8635,-69.8611,96,0.3,5.457,32.686,1019.8,457.670457,454.741077,-9999,-9999,-9999,,,,
2009,49,57887,42.8635,-69.8611,73,0.2,5.472,32.686,1019.8,457.596838,454.674596,-9999,-9999,-9999,,,,
2009,49,57907,42.8636,-69.861,69,0.6,5.483,32.681,1019.8,457.586311,454.668885,-9999,-9999,-9999,,,,
2009,49,57927,42.8636,-69.8609,173,0.4,5.491,32.683,1019.9,457.487456,454.588501,-9999,-9999,-9999,,,,
2009,49,57947,42.8636,-69.8609,135,0.2,5.488,32.69,1019.9,457.403812,454.533167,-9999,-9999,-9999,,,,
2009,49,57967,42.8636,-69.8609,118,0.3,5.464,32.69,1020,457.3675,454.51857,-9999,-9999,-9999,,,,
2009,49,57987,42.8637,-69.8608,76,0.3,5.44,32.692,1020,457.276432,454.433774,-9999,-9999,-9999,,,,
2009,49,58007,42.8637,-69.8608,55,0.4,5.436,32.695,1020,457.466014,454.636822,-9999,-9999,-9999,,,,
2009,49,58027,42.8638,-69.8607,79,0.5,5.437,32.695,1020,457.558636,454.724276,-9999,-9999,-9999,,,,
2009,49,58047,42.8638,-69.8607,98,0.4,5.445,32.695,1020,457.60555,454.784227,-9999,-9999,-9999,,,,
2009,49,58067,42.8639,-69.8606,66,0.4,5.438,32.695,1020,457.316733,454.487309,-9999,-9999,-9999,,,,
2009,49,58087,42.8639,-69.8606,69,0.3,5.434,32.695,1020,457.170681,454.354782,-9999,-9999,-9999,,,,
2009,49,58107,42.864,-69.8605,160,0.3,5.423,32.695,1020,457.408495,454.59392,-9999,-9999,-9999,,,,
2009,49,58127,42.864,-69.8605,116,0.4,5.433,32.696,1020.1,457.168099,454.370038,-9999,-9999,-9999,,,,
2009,49,58147,42.864,-69.8605,153,0.4,5.435,32.697,1020.1,457.07771,454.280325,-9999,-9999,-9999,,,,
2009,49,58167,42.8641,-69.8604,158,0.4,5.417,32.694,1020.1,457.05758,454.29245,-9999,-9999,-9999,,,,
2009,49,58187,42.8641,-69.8604,141,0.4,5.409,32.696,1020.1,457.049829,454.270889,-9999,-9999,-9999,,,,
2009,49,58207,42.8642,-69.8604,70,0.3,5.411,32.696,1020.1,457.061563,454.270126,-9999,-9999,-9999,,,,
2009,49,58227,42.8642,-69.8603,154,0.4,5.416,32.695,1020,457.104311,454.284803,-9999,-9999,-9999,,,,
2009,49,58247,42.8643,-69.8603,141,0.3,5.428,32.695,1020,457.150475,454.329605,-9999,-9999,-9999,,,,
2009,49,58267,42.8643,-69.8603,157,0.3,5.424,32.696,1020,457.251883,454.40975,-9999,-9999,-9999,,,,
2009,49,58287,42.8644,-69.8603,173,0.4,5.429,32.696,1020,457.314697,454.481703,-9999,-9999,-9999,,,,
2009,49,58307,42.8644,-69.8603,137,0.3,5.42,32.696,1019.9,457.297098,454.430386,-9999,-9999,-9999,,,,
2009,49,58327,42.8645,-69.8603,160,0.3,5.407,32.695,1019.9,457.177654,454.319085,-9999,-9999,-9999,,,,
2009,49,58347,42.8645,-69.8602,167,0.5,5.399,32.696,1019.9,457.220417,454.337689,-9999,-9999,-9999,,,,
2009,49,58367,42.8645,-69.8602,173,0.3,5.394,32.698,1019.9,457.030412,454.146811,-9999,-9999,-9999,,,,
2009,49,58387,42.8646,-69.8602,193,0.4,5.393,32.696,1019.8,457.029578,454.112361,-9999,-9999,-9999,,,,
2009,49,58407,42.8646,-69.8602,114,0.5,5.397,32.698,1019.7,456.697441,453.758275,-9999,-9999,-9999,,,,
2009,49,58427,42.8646,-69.8602,142,0.4,5.407,32.697,1019.7,456.695221,453.745375,-9999,-9999,-9999,,,,
2009,49,58447,42.8647,-69.8602,124,0.3,5.422,32.694,1019.7,456.628599,453.66473,-9999,-9999,-9999,,,,
2009,49,58467,42.8647,-69.8602,165,0.4,5.418,32.697,1019.7,456.528333,453.557202,-9999,-9999,-9999,,,,
2009,49,58487,42.8648,-69.8602,155,0.3,5.424,32.702,1019.7,456.444734,453.4683,-9999,-9999,-9999,,,,
2009,49,58507,42.8648,-69.8602,87,0.3,5.432,32.702,1019.7,456.337937,453.369655,-9999,-9999,-9999,,,,
2009,49,58527,42.8649,-69.8601,92,0.5,5.431,32.701,1019.7,456.571038,453.590549,-9999,-9999,-9999,,,,
2009,49,58547,42.8649,-69.8601,112,0.3,5.426,32.698,1019.7,456.575536,453.610836,-9999,-9999,-9999,,,,
2009,49,58567,42.8649,-69.8601,113,0.3,5.416,32.697,1019.7,456.669563,453.696529,-9999,-9999,-9999,,,,
2009,49,58587,42.865,-69.8601,269,0.5,5.414,32.696,1019.7,457.67714,454.698365,-9999,-9999,-9999,,,,
2009,49,58607,42.8649,-69.8602,169,0.4,5.41,32.696,1019.6,460.556162,457.545187,-9999,-9999,-9999,,,,
2009,49,58627,42.865,-69.8601,78,0.8,5.393,32.696,1019.7,464.08896,461.092337,-9999,-9999,-9999,,,,
2009,49,58647,42.865,-69.8599,71,0.6,5.394,32.696,1019.7,466.705499,463.669678,-9999,-9999,-9999,,,,
2009,49,58667,42.865,-69.8598,72,0.3,5.383,32.697,1019.6,467.403385,464.329205,-9999,-9999,-9999,,,,
2009,49,58687,42.8651,-69.8598,95,0.4,5.392,32.699,1019.6,466.613859,463.542903,-9999,-9999,-9999,,,,
2009,49,58707,42.8651,-69.8597,51,0.3,5.402,32.698,1019.6,464.630509,461.577302,-9999,-9999,-9999,,,,
2009,49,58727,42.8651,-69.8597,119,0.3,5.415,32.699,1019.5,462.761852,459.696265,-9999,-9999,-9999,,,,
2009,49,58747,42.8652,-69.8597,169,0.3,5.432,32.697,1019.5,461.223205,458.156975,-9999,-9999,-9999,,,,
2009,49,58767,42.8652,-69.8597,124,0.3,5.428,32.696,1019.5,460.219209,457.15175,-9999,-9999,-9999,,,,
2009,49,58787,42.8652,-69.8596,103,0.3,5.416,32.692,1019.5,459.427702,456.361379,-9999,-9999,-9999,,,,
2009,49,58807,42.8653,-69.8596,168,0.3,5.407,32.687,1019.5,458.963662,455.89478,-9999,-9999,-9999,,,,
2009,49,58827,42.8653,-69.8596,149,0.2,5.412,32.688,1019.5,458.601842,455.522214,-9999,-9999,-9999,,,,
2009,49,58847,42.8654,-69.8596,162,0.4,5.414,32.689,1019.4,458.113314,455.032048,-9999,-9999,-9999,,,,
2009,49,58867,42.8654,-69.8596,201,0.5,5.413,32.689,1019.4,457.82986,454.732895,-9999,-9999,-9999,,,,
2009,49,58887,42.8654,-69.8596,184,0.2,5.415,32.69,1019.4,457.588457,454.483404,-9999,-9999,-9999,,,,
2009,49,58907,42.8655,-69.8596,151,0.3,5.418,32.689,1019.4,457.433442,454.336452,-9999,-9999,-9999,,,,
2009,49,58927,42.8655,-69.8596,178,0.2,5.42,32.689,1019.4,457.369956,454.266463,-9999,-9999,-9999,,,,
2009,49,58947,42.8655,-69.8596,200,0.2,5.414,32.688,1019.4,457.310017,454.204979,-9999,-9999,-9999,,,,
2009,49,58967,42.8656,-69.8596,181,0.3,5.41,32.688,1019.4,457.307376,454.203948,-9999,-9999,-9999,,,,
2009,49,58987,42.8656,-69.8596,258,0.3,5.41,32.688,1019.4,457.26028,454.152641,-9999,-9999,-9999,,,,
2009,49,59007,42.8657,-69.8596,220,0.4,5.408,32.689,1019.4,457.196627,454.086371,-9999,-9999,-9999,,,,
2009,49,59027,42.8657,-69.8597,203,0.3,5.41,32.69,1019.4,457.268031,454.164066,-9999,-9999,-9999,,,,
2009,49,59047,42.8657,-69.8597,236,0.3,5.411,32.689,1019.4,457.187603,454.072929,-9999,-9999,-9999,,,,
2009,49,59067,42.8658,-69.8597,216,0.3,5.411,32.691,1019.4,456.991115,453.880357,-9999,-9999,-9999,,,,
2009,49,59087,42.8658,-69.8597,211,0.3,5.417,32.688,1019.4,456.962104,453.854171,-9999,-9999,-9999,,,,
2009,49,59107,42.8659,-69.8597,187,0.3,5.424,32.687,1019.3,457.055506,453.929431,-9999,-9999,-9999,,,,
2009,49,59127,42.8659,-69.8597,244,0.4,5.423,32.687,1019.3,456.978396,453.844852,-9999,-9999,-9999,,,,
2009,49,59147,42.866,-69.8597,224,0.4,5.417,32.686,1019.3,457.132618,454.001974,-9999,-9999,-9999,,,,
2009,49,59167,42.866,-69.8597,211,0.3,5.412,32.688,1019.4,457.115059,454.001811,-9999,-9999,-9999,,,,
2009,49,59187,42.8661,-69.8597,182,0.3,5.41,32.689,1019.3,457.152002,454.036068,-9999,-9999,-9999,,,,
2009,49,59207,42.8661,-69.8597,202,0.3,5.408,32.689,1019.3,457.121406,453.995844,-9999,-9999,-9999,,,,
2009,49,59227,42.8662,-69.8597,109,0.4,5.408,32.691,1019.3,457.164752,454.038951,-9999,-9999,-9999,,,,
2009,49,59247,42.8662,-69.8597,121,0.3,5.408,32.691,1019.3,457.226301,454.095281,-9999,-9999,-9999,,,,
2009,49,59267,42.8663,-69.8597,121,0.3,5.406,32.689,1019.3,457.119937,453.997861,-9999,-9999,-9999,,,,
2009,49,59287,42.8663,-69.8597,152,0.3,5.407,32.691,1019.3,457.018314,453.904324,-9999,-9999,-9999,,,,
2009,49,59307,42.8664,-69.8597,198,0.3,5.405,32.691,1019.4,457.097934,453.988491,-9999,-9999,-9999,,,,
